Community,Location,Frequency,Period
C16,GROCERY FOOD STORE,3,Night
C16,NURSING HOME/RETIREMENT HOME,2,Night
C16,"SCHOOL, PUBLIC, BUILDING",2,Night
C16,CLEANING STORE,2,Night
C16,FACTORY/MANUFACTURING BUILDING,2,Night
C16,CTA BUS STOP,2,Night
C16,DEPARTMENT STORE,2,Night
C16,DRIVEWAY - RESIDENTIAL,2,Night
C16,SPORTS ARENA/STADIUM,1,Night
C16,WAREHOUSE,1,Night
C16,CTA BUS,1,Night
C16,OTHER COMMERCIAL TRANSPORTATION,1,Night
C16,MOVIE HOUSE/THEATER,1,Night
C16,GOVERNMENT BUILDING/PROPERTY,1,Night
C16,CONSTRUCTION SITE,1,Night
C16,CTA STATION,1,Night
C16,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C16,"SCHOOL, PUBLIC, GROUNDS",1,Night
C16,ATM (AUTOMATIC TELLER MACHINE),1,Night
C16,ANIMAL HOSPITAL,1,Night
C16,OTHER RAILROAD PROP / TRAIN DEPOT,1,Night
C16,BANK,1,Night
C17,RESIDENCE,135,Night
C17,STREET,123,Night
C17,APARTMENT,40,Night
C17,RESIDENCE-GARAGE,27,Night
C17,SIDEWALK,21,Night
C17,RESIDENTIAL YARD (FRONT/BACK),16,Night
C17,ALLEY,13,Night
C17,PARKING LOT/GARAGE(NON.RESID.),11,Night
C17,VEHICLE NON-COMMERCIAL,11,Night
C17,RESTAURANT,8,Night
C17,BAR OR TAVERN,8,Night
C17,OTHER,7,Night
C17,RESIDENCE PORCH/HALLWAY,5,Night
C17,DRIVEWAY - RESIDENTIAL,5,Night
C17,"SCHOOL, PUBLIC, BUILDING",4,Night
C17,TAXICAB,3,Night
C17,CONVENIENCE STORE,2,Night
C17,POOL ROOM,2,Night
C17,GAS STATION,2,Night
C17,SMALL RETAIL STORE,2,Night
C17,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C17,"SCHOOL, PUBLIC, GROUNDS",1,Night
C17,COLLEGE/UNIVERSITY RESIDENCE HALL,1,Night
C17,WAREHOUSE,1,Night
C17,TAVERN/LIQUOR STORE,1,Night
C17,PARK PROPERTY,1,Night
C18,RESIDENCE,55,Night
C18,STREET,51,Night
C18,APARTMENT,26,Night
C18,SIDEWALK,11,Night
C18,RESIDENCE-GARAGE,9,Night
C18,PARKING LOT/GARAGE(NON.RESID.),7,Night
C18,VEHICLE NON-COMMERCIAL,6,Night
C18,OTHER,6,Night
C18,SMALL RETAIL STORE,4,Night
C18,RESIDENTIAL YARD (FRONT/BACK),4,Night
C18,CONVENIENCE STORE,3,Night
C18,DRIVEWAY - RESIDENTIAL,3,Night
C18,ALLEY,2,Night
C18,RESIDENCE PORCH/HALLWAY,2,Night
C18,RESTAURANT,2,Night
C18,BAR OR TAVERN,2,Night
C18,GROCERY FOOD STORE,1,Night
C18,CAR WASH,1,Night
C18,ATM (AUTOMATIC TELLER MACHINE),1,Night
C18,BANK,1,Night
C18,CTA BUS,1,Night
C18,NURSING HOME/RETIREMENT HOME,1,Night
C18,PARK PROPERTY,1,Night
C18,COMMERCIAL / BUSINESS OFFICE,1,Night
C19,STREET,460,Night
C19,RESIDENCE,244,Night
C19,APARTMENT,148,Night
C19,SIDEWALK,102,Night
C19,RESIDENTIAL YARD (FRONT/BACK),44,Night
C19,ALLEY,43,Night
C19,RESIDENCE-GARAGE,41,Night
C19,PARKING LOT/GARAGE(NON.RESID.),38,Night
C19,RESTAURANT,31,Night
C19,VEHICLE NON-COMMERCIAL,29,Night
C19,SMALL RETAIL STORE,27,Night
C19,OTHER,26,Night
C19,BAR OR TAVERN,14,Night
C19,POLICE FACILITY/VEH PARKING LOT,12,Night
C19,RESIDENCE PORCH/HALLWAY,11,Night
C19,GROCERY FOOD STORE,10,Night
C19,CONVENIENCE STORE,10,Night
C19,GAS STATION,10,Night
C19,DRIVEWAY - RESIDENTIAL,9,Night
C19,ATHLETIC CLUB,9,Night
C19,COMMERCIAL / BUSINESS OFFICE,8,Night
C19,GOVERNMENT BUILDING/PROPERTY,6,Night
C19,DEPARTMENT STORE,5,Night
C19,TAVERN/LIQUOR STORE,5,Night
C19,NURSING HOME/RETIREMENT HOME,5,Night
C19,CURRENCY EXCHANGE,4,Night
C19,SPORTS ARENA/STADIUM,3,Night
C19,PARK PROPERTY,3,Night
C19,DRUG STORE,3,Night
C19,WAREHOUSE,2,Night
C19,VEHICLE - OTHER RIDE SERVICE,2,Night
C19,TAXICAB,2,Night
C19,JAIL / LOCK-UP FACILITY,2,Night
C19,COIN OPERATED MACHINE,2,Night
C19,CTA BUS STOP,2,Night
C19,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,Night
C19,PAWN SHOP,2,Night
C19,AUTO / BOAT / RV DEALERSHIP,1,Night
C19,VACANT LOT/LAND,1,Night
C19,YARD,1,Night
C19,CLEANING STORE,1,Night
C19,POOL ROOM,1,Night
C19,FACTORY/MANUFACTURING BUILDING,1,Night
C19,"SCHOOL, PRIVATE, BUILDING",1,Night
C19,"SCHOOL, PUBLIC, GROUNDS",1,Night
C19,BARBERSHOP,1,Night
C19,ATM (AUTOMATIC TELLER MACHINE),1,Night
C2,STREET,364,Night
C2,APARTMENT,185,Night
C2,RESIDENCE,117,Night
C2,SIDEWALK,59,Night
C2,OTHER,43,Night
C2,ALLEY,36,Night
C2,PARKING LOT/GARAGE(NON.RESID.),35,Night
C2,RESIDENCE-GARAGE,34,Night
C2,VEHICLE NON-COMMERCIAL,26,Night
C2,RESIDENTIAL YARD (FRONT/BACK),22,Night
C2,RESTAURANT,19,Night
C2,RESIDENCE PORCH/HALLWAY,16,Night
C2,CONVENIENCE STORE,14,Night
C2,BAR OR TAVERN,11,Night
C2,SMALL RETAIL STORE,11,Night
C2,TAXICAB,10,Night
C2,DRUG STORE,9,Night
C2,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,8,Night
C2,NURSING HOME/RETIREMENT HOME,8,Night
C2,GROCERY FOOD STORE,7,Night
C2,GAS STATION,7,Night
C2,CURRENCY EXCHANGE,6,Night
C2,PARK PROPERTY,6,Night
C2,COMMERCIAL / BUSINESS OFFICE,6,Night
C2,DRIVEWAY - RESIDENTIAL,5,Night
C2,HOTEL/MOTEL,4,Night
C2,"SCHOOL, PUBLIC, GROUNDS",3,Night
C2,BANK,3,Night
C2,CLEANING STORE,2,Night
C2,ATM (AUTOMATIC TELLER MACHINE),2,Night
C2,"SCHOOL, PRIVATE, BUILDING",1,Night
C2,CAR WASH,1,Night
C2,HOSPITAL BUILDING/GROUNDS,1,Night
C2,DEPARTMENT STORE,1,Night
C2,TAVERN/LIQUOR STORE,1,Night
C2,SPORTS ARENA/STADIUM,1,Night
C2,VEHICLE - OTHER RIDE SERVICE,1,Night
C2,CHA HALLWAY/STAIRWELL/ELEVATOR,1,Night
C20,STREET,146,Night
C20,RESIDENCE,73,Night
C20,APARTMENT,70,Night
C20,SIDEWALK,26,Night
C20,ALLEY,21,Night
C20,VEHICLE NON-COMMERCIAL,15,Night
C20,RESIDENCE-GARAGE,14,Night
C20,RESIDENTIAL YARD (FRONT/BACK),11,Night
C20,SMALL RETAIL STORE,9,Night
C20,OTHER,8,Night
C20,RESTAURANT,6,Night
C20,GAS STATION,6,Night
C20,PARKING LOT/GARAGE(NON.RESID.),5,Night
C20,DEPARTMENT STORE,3,Night
C20,FACTORY/MANUFACTURING BUILDING,2,Night
C20,TAVERN/LIQUOR STORE,2,Night
C20,TAXICAB,2,Night
C20,CONSTRUCTION SITE,1,Night
C20,CAR WASH,1,Night
C20,CONVENIENCE STORE,1,Night
C20,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C20,GROCERY FOOD STORE,1,Night
C20,BANK,1,Night
C20,WAREHOUSE,1,Night
C20,DRIVEWAY - RESIDENTIAL,1,Night
C20,AUTO,1,Night
C20,PARK PROPERTY,1,Night
C20,VEHICLE-COMMERCIAL,1,Night
C20,COMMERCIAL / BUSINESS OFFICE,1,Night
C20,RESIDENCE PORCH/HALLWAY,1,Night
C20,VACANT LOT/LAND,1,Night
C21,STREET,239,Night
C21,APARTMENT,117,Night
C21,RESIDENCE,93,Night
C21,SIDEWALK,50,Night
C21,OTHER,23,Night
C21,ALLEY,20,Night
C21,RESIDENCE-GARAGE,20,Night
C21,SMALL RETAIL STORE,19,Night
C21,RESIDENTIAL YARD (FRONT/BACK),18,Night
C21,VEHICLE NON-COMMERCIAL,17,Night
C21,PARKING LOT/GARAGE(NON.RESID.),15,Night
C21,CONVENIENCE STORE,15,Night
C21,RESTAURANT,14,Night
C21,GAS STATION,12,Night
C21,BAR OR TAVERN,12,Night
C21,RESIDENCE PORCH/HALLWAY,11,Night
C21,CTA TRAIN,6,Night
C21,CTA PLATFORM,4,Night
C21,DEPARTMENT STORE,4,Night
C21,GROCERY FOOD STORE,3,Night
C21,BANK,3,Night
C21,TAVERN/LIQUOR STORE,3,Night
C21,TAXICAB,3,Night
C21,ATM (AUTOMATIC TELLER MACHINE),2,Night
C21,DRIVEWAY - RESIDENTIAL,2,Night
C21,BARBERSHOP,2,Night
C21,VEHICLE - OTHER RIDE SERVICE,2,Night
C21,WAREHOUSE,2,Night
C21,DRUG STORE,2,Night
C21,ATHLETIC CLUB,1,Night
C21,ABANDONED BUILDING,1,Night
C21,SPORTS ARENA/STADIUM,1,Night
C21,CHA APARTMENT,1,Night
C21,COMMERCIAL / BUSINESS OFFICE,1,Night
C21,PARK PROPERTY,1,Night
C21,VACANT LOT/LAND,1,Night
C21,"SCHOOL, PUBLIC, BUILDING",1,Night
C21,CLEANING STORE,1,Night
C21,HIGHWAY/EXPRESSWAY,1,Night
C21,CTA STATION,1,Night
C21,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C22,STREET,518,Night
C22,APARTMENT,179,Night
C22,RESIDENCE,173,Night
C22,SIDEWALK,135,Night
C22,BAR OR TAVERN,85,Night
C22,OTHER,59,Night
C22,VEHICLE NON-COMMERCIAL,49,Night
C22,PARKING LOT/GARAGE(NON.RESID.),45,Night
C22,RESTAURANT,39,Night
C22,ALLEY,37,Night
C22,RESIDENCE-GARAGE,33,Night
C22,RESIDENTIAL YARD (FRONT/BACK),32,Night
C22,SMALL RETAIL STORE,30,Night
C22,RESIDENCE PORCH/HALLWAY,17,Night
C22,GAS STATION,17,Night
C22,DEPARTMENT STORE,14,Night
C22,COMMERCIAL / BUSINESS OFFICE,13,Night
C22,TAVERN/LIQUOR STORE,13,Night
C22,CONVENIENCE STORE,13,Night
C22,PARK PROPERTY,11,Night
C22,DRUG STORE,10,Night
C22,MOVIE HOUSE/THEATER,7,Night
C22,CTA BUS STOP,6,Night
C22,CTA PLATFORM,6,Night
C22,ATHLETIC CLUB,5,Night
C22,TAXICAB,5,Night
C22,BOWLING ALLEY,5,Night
C22,GROCERY FOOD STORE,4,Night
C22,BANK,4,Night
C22,VEHICLE - OTHER RIDE SERVICE,4,Night
C22,NURSING HOME/RETIREMENT HOME,3,Night
C22,CTA TRAIN,3,Night
C22,CHA APARTMENT,3,Night
C22,CTA BUS,2,Night
C22,CHA PARKING LOT/GROUNDS,2,Night
C22,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,Night
C22,OTHER RAILROAD PROP / TRAIN DEPOT,2,Night
C22,CTA STATION,2,Night
C22,BARBERSHOP,2,Night
C22,WAREHOUSE,2,Night
C22,DRIVEWAY - RESIDENTIAL,2,Night
C22,FEDERAL BUILDING,1,Night
C22,VACANT LOT/LAND,1,Night
C22,JAIL / LOCK-UP FACILITY,1,Night
C22,VEHICLE-COMMERCIAL,1,Night
C22,CLEANING STORE,1,Night
C22,CURRENCY EXCHANGE,1,Night
C22,CTA GARAGE / OTHER PROPERTY,1,Night
C22,CAR WASH,1,Night
C22,"SCHOOL, PUBLIC, GROUNDS",1,Night
C22,ATM (AUTOMATIC TELLER MACHINE),1,Night
C22,HOSPITAL BUILDING/GROUNDS,1,Night
C22,ABANDONED BUILDING,1,Night
C22,POLICE FACILITY/VEH PARKING LOT,1,Night
C22,MEDICAL/DENTAL OFFICE,1,Night
C22,AUTO,1,Night
C23,STREET,710,Night
C23,APARTMENT,327,Night
C23,RESIDENCE,308,Night
C23,SIDEWALK,254,Night
C23,VEHICLE NON-COMMERCIAL,65,Night
C23,ALLEY,64,Night
C23,RESIDENTIAL YARD (FRONT/BACK),59,Night
C23,GAS STATION,51,Night
C23,OTHER,47,Night
C23,RESIDENCE-GARAGE,44,Night
C23,RESIDENCE PORCH/HALLWAY,44,Night
C23,PARKING LOT/GARAGE(NON.RESID.),41,Night
C23,SMALL RETAIL STORE,26,Night
C23,RESTAURANT,17,Night
C23,VACANT LOT/LAND,9,Night
C23,CHA APARTMENT,8,Night
C23,COMMERCIAL / BUSINESS OFFICE,8,Night
C23,TAXICAB,7,Night
C23,BAR OR TAVERN,6,Night
C23,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6,Night
C23,PARK PROPERTY,6,Night
C23,WAREHOUSE,5,Night
C23,DEPARTMENT STORE,5,Night
C23,TAVERN/LIQUOR STORE,5,Night
C23,CONVENIENCE STORE,4,Night
C23,"SCHOOL, PUBLIC, GROUNDS",4,Night
C23,BANK,4,Night
C23,LIBRARY,4,Night
C23,CTA BUS,4,Night
C23,CONSTRUCTION SITE,3,Night
C23,DRIVEWAY - RESIDENTIAL,3,Night
C23,CURRENCY EXCHANGE,2,Night
C23,CTA BUS STOP,2,Night
C23,GROCERY FOOD STORE,2,Night
C23,PAWN SHOP,2,Night
C23,HOSPITAL BUILDING/GROUNDS,2,Night
C23,SPORTS ARENA/STADIUM,2,Night
C23,CLEANING STORE,2,Night
C23,"SCHOOL, PUBLIC, BUILDING",1,Night
C23,CHA PARKING LOT/GROUNDS,1,Night
C23,HOTEL/MOTEL,1,Night
C23,PARKING LOT,1,Night
C23,DRIVEWAY,1,Night
C23,VEHICLE - OTHER RIDE SERVICE,1,Night
C23,POLICE FACILITY/VEH PARKING LOT,1,Night
C23,DAY CARE CENTER,1,Night
C23,NURSING HOME/RETIREMENT HOME,1,Night
C23,VEHICLE-COMMERCIAL,1,Night
C24,STREET,924,Night
C24,APARTMENT,240,Night
C24,SIDEWALK,240,Night
C24,RESIDENCE,215,Night
C24,BAR OR TAVERN,123,Night
C24,RESTAURANT,93,Night
C24,RESIDENCE-GARAGE,86,Night
C24,OTHER,84,Night
C24,ALLEY,75,Night
C24,VEHICLE NON-COMMERCIAL,74,Night
C24,PARKING LOT/GARAGE(NON.RESID.),60,Night
C24,RESIDENTIAL YARD (FRONT/BACK),51,Night
C24,RESIDENCE PORCH/HALLWAY,47,Night
C24,SMALL RETAIL STORE,36,Night
C24,GAS STATION,22,Night
C24,HOSPITAL BUILDING/GROUNDS,21,Night
C24,TAVERN/LIQUOR STORE,20,Night
C24,CHA APARTMENT,16,Night
C24,PARK PROPERTY,15,Night
C24,CTA TRAIN,13,Night
C24,CTA PLATFORM,12,Night
C24,COMMERCIAL / BUSINESS OFFICE,12,Night
C24,CONVENIENCE STORE,12,Night
C24,DRIVEWAY - RESIDENTIAL,11,Night
C24,TAXICAB,11,Night
C24,ATM (AUTOMATIC TELLER MACHINE),8,Night
C24,DRUG STORE,8,Night
C24,GROCERY FOOD STORE,8,Night
C24,DEPARTMENT STORE,7,Night
C24,CONSTRUCTION SITE,6,Night
C24,NURSING HOME/RETIREMENT HOME,5,Night
C24,HOTEL/MOTEL,4,Night
C24,WAREHOUSE,4,Night
C24,"SCHOOL, PUBLIC, BUILDING",4,Night
C24,CHA PARKING LOT/GROUNDS,4,Night
C24,CTA BUS STOP,4,Night
C24,CTA STATION,4,Night
C24,MEDICAL/DENTAL OFFICE,3,Night
C24,BANK,3,Night
C24,SPORTS ARENA/STADIUM,3,Night
C24,CTA BUS,3,Night
C24,BARBERSHOP,2,Night
C24,VEHICLE - OTHER RIDE SERVICE,2,Night
C24,ATHLETIC CLUB,2,Night
C24,VACANT LOT/LAND,2,Night
C24,VEHICLE-COMMERCIAL,2,Night
C24,POOL ROOM,2,Night
C24,FACTORY/MANUFACTURING BUILDING,2,Night
C24,"SCHOOL, PRIVATE, BUILDING",2,Night
C24,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C24,"SCHOOL, PUBLIC, GROUNDS",1,Night
C24,PAWN SHOP,1,Night
C24,AUTO,1,Night
C24,VEHICLE - DELIVERY TRUCK,1,Night
C24,LIBRARY,1,Night
C24,DAY CARE CENTER,1,Night
C24,"SCHOOL, PRIVATE, GROUNDS",1,Night
C24,HIGHWAY/EXPRESSWAY,1,Night
C24,CURRENCY EXCHANGE,1,Night
C24,CAR WASH,1,Night
C25,STREET,1419,Night
C25,APARTMENT,783,Night
C25,RESIDENCE,665,Night
C25,SIDEWALK,516,Night
C25,ALLEY,124,Night
C25,GAS STATION,114,Night
C25,RESIDENTIAL YARD (FRONT/BACK),108,Night
C25,VEHICLE NON-COMMERCIAL,99,Night
C25,OTHER,95,Night
C25,PARKING LOT/GARAGE(NON.RESID.),83,Night
C25,RESIDENCE PORCH/HALLWAY,82,Night
C25,RESIDENCE-GARAGE,49,Night
C25,RESTAURANT,39,Night
C25,SMALL RETAIL STORE,35,Night
C25,NURSING HOME/RETIREMENT HOME,32,Night
C25,DEPARTMENT STORE,22,Night
C25,CONVENIENCE STORE,17,Night
C25,COMMERCIAL / BUSINESS OFFICE,13,Night
C25,CTA BUS STOP,13,Night
C25,HOSPITAL BUILDING/GROUNDS,13,Night
C25,DRIVEWAY - RESIDENTIAL,12,Night
C25,TAVERN/LIQUOR STORE,12,Night
C25,PARK PROPERTY,10,Night
C25,GROCERY FOOD STORE,10,Night
C25,CTA TRAIN,9,Night
C25,CTA STATION,8,Night
C25,POLICE FACILITY/VEH PARKING LOT,8,Night
C25,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7,Night
C25,CTA BUS,7,Night
C25,CURRENCY EXCHANGE,6,Night
C25,BAR OR TAVERN,6,Night
C25,BARBERSHOP,6,Night
C25,DRUG STORE,5,Night
C25,TAXICAB,5,Night
C25,VACANT LOT/LAND,5,Night
C25,"SCHOOL, PUBLIC, BUILDING",4,Night
C25,CTA PLATFORM,4,Night
C25,JAIL / LOCK-UP FACILITY,3,Night
C25,FACTORY/MANUFACTURING BUILDING,3,Night
C25,ATM (AUTOMATIC TELLER MACHINE),3,Night
C25,VEHICLE-COMMERCIAL,2,Night
C25,PORCH,2,Night
C25,"SCHOOL, PRIVATE, GROUNDS",2,Night
C25,HIGHWAY/EXPRESSWAY,2,Night
C25,MOVIE HOUSE/THEATER,2,Night
C25,GOVERNMENT BUILDING/PROPERTY,2,Night
C25,CAR WASH,2,Night
C25,BANK,2,Night
C25,WAREHOUSE,2,Night
C25,ATHLETIC CLUB,2,Night
C25,SPORTS ARENA/STADIUM,2,Night
C25,ABANDONED BUILDING,2,Night
C25,CHA APARTMENT,1,Night
C25,CLEANING STORE,1,Night
C25,POOL ROOM,1,Night
C25,CONSTRUCTION SITE,1,Night
C25,COIN OPERATED MACHINE,1,Night
C25,APPLIANCE STORE,1,Night
C25,HOUSE,1,Night
C25,VEHICLE - OTHER RIDE SERVICE,1,Night
C25,PARKING LOT,1,Night
C25,MEDICAL/DENTAL OFFICE,1,Night
C26,STREET,457,Night
C26,APARTMENT,258,Night
C26,SIDEWALK,226,Night
C26,RESIDENCE,163,Night
C26,GAS STATION,84,Night
C26,ALLEY,60,Night
C26,RESIDENTIAL YARD (FRONT/BACK),45,Night
C26,RESIDENCE PORCH/HALLWAY,38,Night
C26,VEHICLE NON-COMMERCIAL,30,Night
C26,PARKING LOT/GARAGE(NON.RESID.),27,Night
C26,OTHER,26,Night
C26,VACANT LOT/LAND,12,Night
C26,RESTAURANT,11,Night
C26,CTA STATION,8,Night
C26,GROCERY FOOD STORE,8,Night
C26,ABANDONED BUILDING,7,Night
C26,CTA TRAIN,4,Night
C26,RESIDENCE-GARAGE,3,Night
C26,BAR OR TAVERN,3,Night
C26,CONVENIENCE STORE,3,Night
C26,CTA BUS STOP,3,Night
C26,SMALL RETAIL STORE,3,Night
C26,VEHICLE-COMMERCIAL,3,Night
C26,CTA BUS,3,Night
C26,NURSING HOME/RETIREMENT HOME,3,Night
C26,HOTEL/MOTEL,2,Night
C26,CTA PLATFORM,2,Night
C26,BARBERSHOP,2,Night
C26,COMMERCIAL / BUSINESS OFFICE,2,Night
C26,TAXICAB,2,Night
C26,FACTORY/MANUFACTURING BUILDING,1,Night
C26,CONSTRUCTION SITE,1,Night
C26,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C26,ATM (AUTOMATIC TELLER MACHINE),1,Night
C26,WAREHOUSE,1,Night
C26,DRIVEWAY - RESIDENTIAL,1,Night
C26,HOSPITAL BUILDING/GROUNDS,1,Night
C26,AUTO,1,Night
C26,SPORTS ARENA/STADIUM,1,Night
C26,PARK PROPERTY,1,Night
C26,TAVERN/LIQUOR STORE,1,Night
C26,"SCHOOL, PUBLIC, BUILDING",1,Night
C27,STREET,392,Night
C27,APARTMENT,280,Night
C27,RESIDENCE,152,Night
C27,SIDEWALK,146,Night
C27,GAS STATION,46,Night
C27,OTHER,39,Night
C27,ALLEY,38,Night
C27,VEHICLE NON-COMMERCIAL,33,Night
C27,RESIDENTIAL YARD (FRONT/BACK),26,Night
C27,PARKING LOT/GARAGE(NON.RESID.),24,Night
C27,POLICE FACILITY/VEH PARKING LOT,23,Night
C27,RESIDENCE PORCH/HALLWAY,19,Night
C27,RESTAURANT,9,Night
C27,BAR OR TAVERN,9,Night
C27,CTA PLATFORM,8,Night
C27,CTA TRAIN,7,Night
C27,SMALL RETAIL STORE,6,Night
C27,CHA APARTMENT,6,Night
C27,VACANT LOT/LAND,6,Night
C27,CHA HALLWAY/STAIRWELL/ELEVATOR,6,Night
C27,RESIDENCE-GARAGE,6,Night
C27,PARK PROPERTY,5,Night
C27,CTA BUS STOP,5,Night
C27,CTA STATION,4,Night
C27,JAIL / LOCK-UP FACILITY,3,Night
C27,CONVENIENCE STORE,3,Night
C27,HOTEL/MOTEL,3,Night
C27,DRIVEWAY - RESIDENTIAL,2,Night
C27,ABANDONED BUILDING,2,Night
C27,AUTO,2,Night
C27,WAREHOUSE,2,Night
C27,TAVERN/LIQUOR STORE,2,Night
C27,TAXICAB,2,Night
C27,"SCHOOL, PUBLIC, BUILDING",2,Night
C27,GOVERNMENT BUILDING/PROPERTY,2,Night
C27,CHA PARKING LOT/GROUNDS,2,Night
C27,"SCHOOL, PUBLIC, GROUNDS",1,Night
C27,HOSPITAL BUILDING/GROUNDS,1,Night
C27,ATM (AUTOMATIC TELLER MACHINE),1,Night
C27,SPORTS ARENA/STADIUM,1,Night
C27,VEHICLE - OTHER RIDE SERVICE,1,Night
C27,COMMERCIAL / BUSINESS OFFICE,1,Night
C27,CTA BUS,1,Night
C27,HIGHWAY/EXPRESSWAY,1,Night
C27,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Night
C28,STREET,711,Night
C28,APARTMENT,221,Night
C28,SIDEWALK,166,Night
C28,RESIDENCE,158,Night
C28,OTHER,149,Night
C28,PARKING LOT/GARAGE(NON.RESID.),124,Night
C28,RESTAURANT,105,Night
C28,BAR OR TAVERN,53,Night
C28,VEHICLE NON-COMMERCIAL,47,Night
C28,CHA APARTMENT,42,Night
C28,SMALL RETAIL STORE,38,Night
C28,GROCERY FOOD STORE,32,Night
C28,ALLEY,31,Night
C28,HOSPITAL BUILDING/GROUNDS,29,Night
C28,CHA PARKING LOT/GROUNDS,28,Night
C28,RESIDENCE-GARAGE,27,Night
C28,CTA TRAIN,27,Night
C28,GAS STATION,27,Night
C28,PARK PROPERTY,24,Night
C28,HOTEL/MOTEL,21,Night
C28,COMMERCIAL / BUSINESS OFFICE,19,Night
C28,RESIDENTIAL YARD (FRONT/BACK),18,Night
C28,RESIDENCE PORCH/HALLWAY,18,Night
C28,CONVENIENCE STORE,17,Night
C28,DRUG STORE,15,Night
C28,DEPARTMENT STORE,14,Night
C28,SPORTS ARENA/STADIUM,13,Night
C28,OTHER COMMERCIAL TRANSPORTATION,11,Night
C28,TAXICAB,9,Night
C28,CURRENCY EXCHANGE,9,Night
C28,CTA PLATFORM,9,Night
C28,ATM (AUTOMATIC TELLER MACHINE),9,Night
C28,OTHER RAILROAD PROP / TRAIN DEPOT,8,Night
C28,VEHICLE-COMMERCIAL,7,Night
C28,CONSTRUCTION SITE,7,Night
C28,GOVERNMENT BUILDING/PROPERTY,7,Night
C28,CHA HALLWAY/STAIRWELL/ELEVATOR,6,Night
C28,CTA BUS STOP,6,Night
C28,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6,Night
C28,CTA STATION,6,Night
C28,BANK,6,Night
C28,CTA BUS,5,Night
C28,"SCHOOL, PUBLIC, BUILDING",5,Night
C28,COLLEGE/UNIVERSITY GROUNDS,4,Night
C28,VEHICLE - OTHER RIDE SERVICE,4,Night
C28,TAVERN/LIQUOR STORE,4,Night
C28,NURSING HOME/RETIREMENT HOME,3,Night
C28,"SCHOOL, PUBLIC, GROUNDS",3,Night
C28,WAREHOUSE,3,Night
C28,DRIVEWAY - RESIDENTIAL,3,Night
C28,POLICE FACILITY/VEH PARKING LOT,2,Night
C28,VACANT LOT/LAND,2,Night
C28,POOL ROOM,2,Night
C28,CTA GARAGE / OTHER PROPERTY,2,Night
C28,MEDICAL/DENTAL OFFICE,2,Night
C28,ABANDONED BUILDING,2,Night
C28,ATHLETIC CLUB,2,Night
C28,COLLEGE/UNIVERSITY RESIDENCE HALL,1,Night
C28,DAY CARE CENTER,1,Night
C28,JAIL / LOCK-UP FACILITY,1,Night
C28,"SCHOOL, PRIVATE, BUILDING",1,Night
C28,SCHOOL YARD,1,Night
C28,FIRE STATION,1,Night
C29,STREET,618,Night
C29,APARTMENT,510,Night
C29,RESIDENCE,359,Night
C29,SIDEWALK,326,Night
C29,ALLEY,72,Night
C29,GAS STATION,63,Night
C29,VEHICLE NON-COMMERCIAL,60,Night
C29,OTHER,54,Night
C29,RESIDENTIAL YARD (FRONT/BACK),54,Night
C29,RESIDENCE PORCH/HALLWAY,52,Night
C29,PARKING LOT/GARAGE(NON.RESID.),33,Night
C29,HOSPITAL BUILDING/GROUNDS,22,Night
C29,VACANT LOT/LAND,17,Night
C29,PARK PROPERTY,15,Night
C29,POLICE FACILITY/VEH PARKING LOT,14,Night
C29,ABANDONED BUILDING,13,Night
C29,RESIDENCE-GARAGE,12,Night
C29,RESTAURANT,8,Night
C29,CTA TRAIN,6,Night
C29,CONVENIENCE STORE,6,Night
C29,TAVERN/LIQUOR STORE,6,Night
C29,CTA BUS STOP,5,Night
C29,CTA STATION,5,Night
C29,SMALL RETAIL STORE,5,Night
C29,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4,Night
C29,CHA APARTMENT,4,Night
C29,GOVERNMENT BUILDING/PROPERTY,3,Night
C29,"SCHOOL, PUBLIC, GROUNDS",3,Night
C29,DRIVEWAY - RESIDENTIAL,3,Night
C29,BAR OR TAVERN,2,Night
C29,ATM (AUTOMATIC TELLER MACHINE),2,Night
C29,CTA PLATFORM,2,Night
C29,COMMERCIAL / BUSINESS OFFICE,2,Night
C29,CHA HALLWAY/STAIRWELL/ELEVATOR,2,Night
C29,CHA PARKING LOT/GROUNDS,1,Night
C29,CONSTRUCTION SITE,1,Night
C29,POOL ROOM,1,Night
C29,GROCERY FOOD STORE,1,Night
C29,CTA PROPERTY,1,Night
C29,AUTO,1,Night
C29,WAREHOUSE,1,Night
C29,DEPARTMENT STORE,1,Night
C29,VEHICLE - OTHER RIDE SERVICE,1,Night
C29,DAY CARE CENTER,1,Night
C29,PORCH,1,Night
